distance,time_of_day,weather,traffic_level,travel_time
10.69,morning,clear,low,12.83
4.7,evening,clear,high,10.58
14.15,evening,fog,low,22.07
9.91,evening,fog,low,15.46
5.54,evening,clear,medium,8.31
4.77,morning,fog,low,7.44
3.67,morning,clear,high,8.26
10.72,morning,fog,medium,20.9
4.06,afternoon,rain,high,10.96
9.33,afternoon,fog,high,27.29
4.7,evening,fog,high,13.75
10.27,afternoon,fog,low,16.02
12.41,night,rain,low,17.87
11.89,morning,clear,low,14.27
11.65,evening,fog,low,18.17
3.63,evening,fog,medium,7.08
2.24,night,rain,low,3.23
10.79,afternoon,clear,medium,16.18
6.16,evening,fog,high,18.02
7.05,afternoon,rain,medium,12.69
1.44,afternoon,clear,low,1.73
4.63,night,clear,medium,6.94
1.47,evening,fog,low,2.29
13.31,afternoon,fog,low,20.76
4.41,afternoon,fog,medium,8.6
8.8,night,fog,medium,17.16
1.55,night,rain,high,4.19
10.34,afternoon,rain,high,27.92
5.52,night,fog,high,16.15
13.57,afternoon,clear,high,30.53
13.43,evening,fog,high,39.28
5.55,morning,clear,medium,8.32
13.61,night,clear,high,30.62
14.95,morning,clear,medium,22.42
12.56,afternoon,rain,high,33.91
12.83,afternoon,clear,low,15.4
4.49,afternoon,clear,high,10.1
9.07,morning,rain,low,13.06
1.94,afternoon,clear,medium,2.91
2.33,night,clear,high,5.24
14.98,evening,fog,medium,29.21
5.57,evening,clear,high,12.53
11.47,night,clear,medium,17.21
12.29,evening,clear,high,27.65
13.01,morning,clear,high,29.27
14.97,afternoon,clear,low,17.96
4.38,afternoon,rain,medium,7.88
1.56,afternoon,clear,medium,2.34
6.76,morning,clear,medium,10.14
2.82,morning,rain,medium,5.08
1.31,morning,rain,medium,2.36
6.05,night,clear,low,7.26
11.97,morning,clear,high,26.93
8.93,evening,clear,low,10.72
5.38,night,fog,medium,10.49
10.16,night,fog,medium,19.81
4.25,night,clear,high,9.56
1.2,morning,rain,low,1.73
11.7,night,clear,high,26.32
9.73,morning,rain,high,26.27
11.67,morning,rain,low,16.8
1.55,night,rain,high,4.19
12.72,afternoon,clear,low,15.26
9.67,afternoon,clear,low,11.6
8.89,night,rain,medium,16.0
9.74,afternoon,fog,high,28.49
13.1,evening,fog,medium,25.55
9.22,evening,fog,high,26.97
9.13,morning,rain,high,24.65
14.87,afternoon,clear,medium,22.3
11.59,evening,rain,medium,20.86
7.19,night,fog,medium,14.02
10.9,afternoon,clear,low,13.08
6.45,evening,rain,high,17.42
4.2,evening,rain,low,6.05
9.36,night,fog,high,27.38
13.99,morning,rain,high,37.77
14.01,night,clear,low,16.81
5.79,morning,fog,low,9.03
8.39,evening,fog,high,24.54
3.96,morning,clear,medium,5.94
14.94,evening,fog,medium,29.13
14.74,evening,rain,medium,26.53
10.09,afternoon,rain,medium,18.16
12.26,morning,fog,high,35.86
11.01,morning,clear,medium,16.52
9.3,morning,rain,medium,16.74
1.75,night,clear,medium,2.62
7.37,afternoon,rain,high,19.9
10.45,afternoon,rain,low,15.05
10.49,afternoon,fog,medium,20.46
6.22,night,fog,high,18.19
14.18,morning,clear,high,31.9
3.34,morning,fog,medium,6.51
8.01,morning,rain,low,11.53
10.67,afternoon,rain,low,15.36
10.76,afternoon,clear,low,12.91
10.08,evening,clear,high,22.68
4.85,night,rain,medium,8.73
3.19,night,fog,medium,6.22
9.9,afternoon,fog,high,28.96
9.39,evening,clear,medium,14.08
3.51,morning,clear,medium,5.26
10.87,afternoon,rain,low,15.65
7.37,night,rain,medium,13.27
10.35,night,clear,medium,15.52
12.72,night,rain,high,34.34
3.38,morning,clear,high,7.6
1.27,night,clear,low,1.52
11.91,morning,fog,high,34.84
9.54,morning,clear,low,11.45
10.79,morning,rain,low,15.54
12.73,afternoon,fog,medium,24.82
12.24,morning,fog,low,19.09
14.45,evening,rain,medium,26.01
8.5,night,rain,low,12.24
7.84,afternoon,rain,high,21.17
6.63,night,clear,high,14.92
3.15,morning,fog,high,9.21
9.02,afternoon,clear,low,10.82
4.88,evening,clear,low,5.86
13.9,morning,clear,medium,20.85
9.16,night,clear,medium,13.74
9.3,evening,fog,medium,18.14
5.97,morning,fog,medium,11.64
1.73,evening,clear,low,2.08
1.44,morning,rain,low,2.07
6.93,afternoon,fog,medium,13.51
2.18,morning,clear,low,2.62
9.5,afternoon,rain,low,13.68
13.33,morning,rain,low,19.2
13.36,morning,clear,low,16.03
10.23,night,fog,medium,19.95
3.96,evening,rain,medium,7.13
13.08,evening,fog,low,20.4
13.41,evening,fog,high,39.22
3.75,morning,rain,medium,6.75
11.32,morning,clear,medium,16.98
5.01,morning,rain,high,13.53
12.24,afternoon,rain,medium,22.03
14.96,afternoon,fog,high,43.76
1.42,night,clear,high,3.2
13.56,morning,fog,low,21.15
9.72,evening,rain,medium,17.5
14.63,evening,clear,high,32.92
7.51,night,clear,low,9.01
12.86,evening,clear,medium,19.29
1.87,night,clear,low,2.24
5.69,morning,clear,low,6.83
1.94,evening,rain,high,5.24
14.65,morning,rain,medium,26.37
12.44,afternoon,rain,low,17.91
12.94,evening,fog,high,37.85
14.13,afternoon,clear,high,31.79
2.19,evening,clear,low,2.63
6.4,morning,rain,low,9.22
1.99,night,clear,high,4.48
3.95,morning,fog,low,6.16
4.21,morning,clear,low,5.05
7.57,morning,clear,medium,11.36
4.76,evening,fog,high,13.92
2.41,night,rain,low,3.47
3.34,afternoon,rain,high,9.02
3.06,morning,clear,medium,4.59
14.62,evening,fog,high,42.76
11.63,afternoon,rain,high,31.4
14.55,morning,rain,high,39.29
7.16,afternoon,rain,medium,12.89
4.9,morning,clear,medium,7.35
12.18,afternoon,fog,high,35.63
5.57,afternoon,clear,high,12.53
5.19,night,rain,medium,9.34
4.26,night,fog,low,6.65
2.82,morning,clear,medium,4.23
4.59,evening,rain,high,12.39
5.97,night,rain,low,8.6
10.44,afternoon,clear,low,12.53
1.88,night,rain,low,2.71
3.95,night,rain,medium,7.11
12.33,morning,fog,medium,24.04
3.06,night,rain,medium,5.51
5.8,night,clear,medium,8.7
13.11,afternoon,fog,high,38.35
3.17,night,clear,low,3.8
2.16,afternoon,rain,high,5.83
7.78,night,fog,medium,15.17
5.23,night,fog,medium,10.2
8.89,evening,fog,high,26.0
12.25,night,fog,low,19.11
2.92,afternoon,clear,low,3.5
9.13,afternoon,rain,medium,16.43
8.08,morning,rain,medium,14.54
3.02,morning,fog,medium,5.89
9.74,evening,rain,medium,17.53
4.83,afternoon,clear,low,5.8
7.83,afternoon,rain,high,21.14
2.15,afternoon,clear,low,2.58
7.43,evening,clear,high,16.72
5.29,afternoon,rain,medium,9.52
12.51,morning,clear,medium,18.76
1.8,evening,clear,high,4.05
6.86,morning,clear,medium,10.29
7.42,morning,clear,low,8.9
11.15,evening,fog,medium,21.74
9.04,night,rain,medium,16.27
10.34,night,fog,medium,20.16
11.88,morning,clear,medium,17.82
13.07,night,rain,low,18.82
5.39,afternoon,clear,high,12.13
8.53,evening,rain,medium,15.35
12.76,morning,fog,medium,24.88
14.85,afternoon,rain,low,21.38
13.45,night,clear,low,16.14
6.2,afternoon,rain,low,8.93
3.73,night,rain,medium,6.71
7.85,morning,fog,high,22.96
11.38,afternoon,clear,low,13.66
7.9,evening,rain,low,11.38
7.76,morning,fog,low,12.11
12.74,afternoon,rain,high,34.4
6.06,afternoon,clear,medium,9.09
13.04,night,rain,medium,23.47
6.7,morning,rain,medium,12.06
5.6,morning,rain,low,8.06
7.36,morning,rain,medium,13.25
11.67,morning,clear,low,14.0
2.76,night,fog,high,8.07
3.75,evening,fog,high,10.97
14.32,morning,rain,medium,25.78
3.46,night,clear,low,4.15
8.95,evening,clear,low,10.74
9.11,evening,clear,medium,13.66
7.85,night,clear,high,17.66
10.03,morning,clear,high,22.57
4.22,evening,clear,high,9.5
8.74,morning,rain,high,23.6
6.21,morning,fog,high,18.16
10.26,afternoon,fog,medium,20.01
2.98,morning,rain,medium,5.36
8.99,afternoon,fog,medium,17.53
3.59,evening,clear,high,8.08
4.9,night,clear,high,11.02
4.06,afternoon,fog,medium,7.92
3.56,night,clear,medium,5.34
12.56,evening,clear,high,28.26
5.0,morning,fog,low,7.8
13.98,evening,rain,medium,25.16
14.58,night,fog,high,42.65
9.0,evening,fog,high,26.32
3.0,morning,fog,medium,5.85
6.24,evening,fog,low,9.73
12.17,morning,rain,high,32.86
6.14,afternoon,rain,medium,11.05
2.22,night,clear,high,5.0
8.79,morning,clear,high,19.78
12.83,morning,fog,high,37.53
12.14,evening,clear,high,27.32
3.45,afternoon,rain,low,4.97
10.42,morning,clear,medium,15.63
4.09,afternoon,clear,medium,6.14
4.05,afternoon,clear,medium,6.07
13.24,evening,fog,medium,25.82
4.5,morning,clear,medium,6.75
4.69,evening,rain,low,6.75
1.01,night,rain,high,2.73
13.19,night,rain,high,35.61
12.1,morning,rain,medium,21.78
9.78,afternoon,clear,high,22.0
11.5,morning,fog,high,33.64
3.13,morning,rain,high,8.45
7.42,night,rain,medium,13.36
5.92,night,fog,medium,11.54
2.31,afternoon,fog,low,3.6
7.81,afternoon,rain,medium,14.06
13.89,morning,rain,low,20.0
1.56,evening,fog,medium,3.04
5.08,morning,rain,high,13.72
3.91,afternoon,rain,low,5.63
4.33,evening,clear,low,5.2
13.72,night,fog,low,21.4
7.55,afternoon,clear,medium,11.32
7.53,afternoon,clear,low,9.04
11.65,evening,fog,medium,22.72
3.16,afternoon,clear,low,3.79
7.82,afternoon,rain,medium,14.08
7.02,afternoon,clear,low,8.42
9.36,afternoon,fog,high,27.38
14.99,afternoon,rain,high,40.47
11.77,afternoon,rain,low,16.95
6.57,afternoon,rain,medium,11.83
12.59,afternoon,rain,medium,22.66
3.39,night,clear,medium,5.08
1.43,afternoon,clear,high,3.22
3.86,night,rain,high,10.42
5.77,night,fog,high,16.88
8.15,morning,rain,medium,14.67
9.61,morning,clear,medium,14.42
13.75,night,rain,medium,24.75
8.14,night,clear,low,9.77
8.02,afternoon,rain,low,11.55
1.7,morning,fog,low,2.65
1.49,evening,rain,high,4.02
8.72,morning,fog,high,25.51
7.13,night,fog,medium,13.9
12.75,night,rain,low,18.36
3.25,afternoon,fog,medium,6.34
1.35,afternoon,fog,low,2.11
7.29,morning,clear,low,8.75
4.32,afternoon,clear,medium,6.48
1.69,evening,fog,medium,3.3
11.14,evening,rain,low,16.04
2.56,afternoon,fog,low,3.99
9.52,evening,rain,high,25.7
4.93,evening,clear,medium,7.4
3.43,morning,rain,medium,6.17
6.32,evening,fog,medium,12.32
12.22,night,fog,medium,23.83
6.49,night,fog,low,10.12
11.51,morning,fog,high,33.67
2.76,afternoon,fog,medium,5.38
11.82,morning,rain,low,17.02
4.32,afternoon,fog,low,6.74
10.48,afternoon,clear,low,12.58
8.92,afternoon,fog,low,13.92
14.01,afternoon,rain,low,20.17
6.42,afternoon,fog,medium,12.52
1.93,morning,fog,medium,3.76
1.27,afternoon,rain,high,3.43
12.58,evening,fog,medium,24.53
8.35,evening,rain,low,12.02
11.85,afternoon,fog,high,34.66
4.28,evening,clear,low,5.14
5.83,night,fog,low,9.09
1.42,morning,rain,medium,2.56
14.46,morning,clear,low,17.35
10.35,afternoon,rain,medium,18.63
14.06,afternoon,fog,low,21.93
4.72,night,clear,high,10.62
9.56,afternoon,rain,low,13.77
10.5,evening,clear,medium,15.75
5.45,night,clear,low,6.54
12.87,evening,rain,medium,23.17
14.26,morning,clear,medium,21.39
13.39,evening,rain,high,36.15
11.35,morning,clear,medium,17.02
4.88,evening,clear,high,10.98
4.94,morning,clear,high,11.12
14.49,afternoon,fog,low,22.6
1.14,evening,fog,high,3.33
11.02,morning,rain,medium,19.84
10.89,evening,clear,medium,16.34
9.72,night,rain,high,26.24
14.86,afternoon,fog,low,23.18
5.37,morning,fog,high,15.71
5.76,night,fog,high,16.85
2.11,evening,fog,medium,4.11
7.2,night,rain,low,10.37
4.65,evening,clear,low,5.58
5.81,afternoon,rain,low,8.37
12.68,night,clear,low,15.22
14.1,afternoon,fog,medium,27.49
3.6,morning,clear,low,4.32
6.22,evening,fog,low,9.7
14.0,evening,rain,low,20.16
1.87,afternoon,clear,medium,2.8
2.29,afternoon,rain,medium,4.12
3.28,morning,fog,low,5.12
9.33,night,rain,medium,16.79
3.11,evening,fog,high,9.1
14.55,evening,fog,low,22.7
7.25,morning,fog,medium,14.14
8.02,morning,rain,low,11.55
4.45,afternoon,rain,low,6.41
7.59,afternoon,clear,medium,11.38
10.27,night,clear,high,23.11
11.52,morning,rain,low,16.59
11.55,night,rain,high,31.18
9.09,morning,rain,medium,16.36
13.66,evening,rain,low,19.67
12.44,morning,fog,medium,24.26
11.6,morning,fog,medium,22.62
1.78,evening,fog,medium,3.47
1.1,morning,rain,medium,1.98
3.97,night,fog,low,6.19
10.29,afternoon,fog,high,30.1
6.76,afternoon,clear,high,15.21
6.63,night,clear,low,7.96
13.38,evening,fog,low,20.87
13.54,morning,fog,high,39.6
13.73,night,fog,high,40.16
5.39,afternoon,rain,low,7.76
10.67,afternoon,clear,medium,16.0
4.8,night,clear,low,5.76
3.67,afternoon,clear,high,8.26
3.58,night,fog,medium,6.98
5.79,afternoon,rain,high,15.63
7.02,night,clear,medium,10.53
12.63,morning,clear,high,28.42
2.68,morning,rain,medium,4.82
11.29,morning,fog,low,17.61
8.44,morning,fog,low,13.17
5.03,afternoon,clear,medium,7.54
7.9,evening,clear,medium,11.85
5.2,night,rain,low,7.49
9.35,evening,clear,low,11.22
7.07,afternoon,rain,medium,12.73
3.3,afternoon,clear,medium,4.95
2.63,evening,clear,low,3.16
8.65,evening,clear,high,19.46
13.63,afternoon,fog,low,21.26
5.82,afternoon,rain,medium,10.48
11.26,night,rain,medium,20.27
10.22,morning,fog,high,29.89
14.04,morning,fog,low,21.9
12.49,night,fog,medium,24.36
8.93,evening,rain,low,12.86
10.2,afternoon,clear,medium,15.3
13.58,evening,fog,high,39.72
6.59,morning,fog,low,10.28
5.58,morning,fog,low,8.7
1.15,evening,clear,high,2.59
12.57,morning,clear,medium,18.86
12.21,afternoon,fog,medium,23.81
2.46,night,clear,low,2.95
9.08,evening,fog,high,26.56
7.5,afternoon,clear,low,9.0
2.66,afternoon,rain,low,3.83
14.73,morning,rain,medium,26.51
4.01,afternoon,clear,medium,6.02
1.94,evening,rain,medium,3.49
9.33,afternoon,rain,medium,16.79
11.34,night,rain,medium,20.41
1.45,afternoon,fog,high,4.24
10.22,afternoon,clear,low,12.26
8.45,night,clear,high,19.01
2.45,afternoon,clear,low,2.94
3.42,afternoon,rain,medium,6.16
8.95,morning,fog,high,26.18
5.15,evening,clear,low,6.18
14.14,morning,rain,medium,25.45
12.46,evening,fog,medium,24.3
14.77,night,fog,high,43.2
4.64,night,clear,high,10.44
14.58,night,clear,high,32.8
7.04,evening,rain,medium,12.67
5.87,evening,clear,low,7.04
1.7,evening,rain,low,2.45
1.74,night,fog,high,5.09
10.69,evening,fog,low,16.68
7.41,afternoon,fog,medium,14.45
4.17,morning,fog,low,6.51
9.6,night,clear,medium,14.4
4.54,morning,clear,high,10.22
9.09,afternoon,rain,low,13.09
6.03,evening,rain,medium,10.85
12.53,morning,rain,high,33.83
12.49,afternoon,rain,high,33.72
7.68,afternoon,rain,high,20.74
5.91,morning,fog,high,17.29
6.08,night,fog,low,9.48
12.28,morning,fog,medium,23.95
5.59,night,rain,low,8.05
3.93,evening,fog,medium,7.66
2.19,night,fog,high,6.41
7.53,evening,fog,low,11.75
7.75,morning,fog,high,22.67
12.77,evening,clear,medium,19.15
4.1,afternoon,rain,high,11.07
6.33,evening,rain,low,9.12
12.32,night,clear,low,14.78
12.53,night,fog,medium,24.43
6.38,night,fog,medium,12.44
7.43,evening,fog,low,11.59
5.25,night,rain,low,7.56
14.06,night,rain,low,20.25
2.66,afternoon,rain,low,3.83
14.07,evening,rain,medium,25.33
10.57,afternoon,rain,low,15.22
8.44,night,clear,medium,12.66
1.46,night,rain,low,2.1
7.66,night,fog,low,11.95
6.71,evening,rain,high,18.12
3.26,morning,clear,high,7.33
10.19,night,fog,low,15.9
14.6,night,clear,medium,21.9
8.87,night,fog,low,13.84
11.01,night,rain,high,29.73
1.96,evening,clear,low,2.35
6.85,morning,fog,high,20.04
2.63,morning,rain,low,3.79
9.58,morning,fog,low,14.94
14.14,night,clear,medium,21.21
10.26,night,clear,high,23.08
2.08,morning,clear,high,4.68
5.97,morning,clear,high,13.43
8.71,night,rain,medium,15.68
6.64,night,fog,low,10.36
12.67,afternoon,rain,medium,22.81
12.41,afternoon,clear,low,14.89
9.57,afternoon,fog,medium,18.66
6.23,morning,clear,medium,9.35
4.57,evening,rain,high,12.34
2.48,night,rain,medium,4.46
5.97,afternoon,rain,low,8.6
6.78,evening,fog,medium,13.22
10.46,night,fog,medium,20.4
10.21,evening,clear,low,12.25
1.98,morning,fog,high,5.79
6.53,morning,fog,low,10.19
3.54,morning,rain,low,5.1
3.2,afternoon,clear,low,3.84
12.58,night,rain,medium,22.64
1.59,morning,clear,medium,2.39
6.87,afternoon,clear,low,8.24
3.35,afternoon,fog,low,5.23
13.31,afternoon,rain,high,35.94
8.8,afternoon,fog,medium,17.16
4.24,morning,fog,medium,8.27
8.03,afternoon,fog,medium,15.66
11.24,morning,clear,medium,16.86
14.41,morning,rain,low,20.75
4.09,afternoon,rain,low,5.89
13.41,morning,fog,high,39.22
14.08,night,clear,medium,21.12
13.83,night,rain,medium,24.89
9.9,evening,rain,low,14.26
9.82,night,fog,high,28.72
6.64,morning,clear,low,7.97
11.53,morning,fog,medium,22.48
8.44,night,rain,medium,15.19
10.48,afternoon,clear,high,23.58
7.0,afternoon,fog,low,10.92
11.24,morning,rain,medium,20.23
12.54,afternoon,fog,medium,24.45
3.05,evening,fog,high,8.92
12.66,evening,fog,medium,24.69
8.56,night,clear,medium,12.84
12.83,night,rain,low,18.48
7.04,afternoon,rain,high,19.01
6.31,morning,rain,high,17.04
13.81,night,rain,high,37.29
4.52,evening,clear,low,5.42
12.82,night,fog,high,37.5
7.78,night,rain,medium,14.0
8.2,evening,clear,high,18.45
5.32,morning,fog,medium,10.37
9.02,night,clear,high,20.29
5.55,night,clear,high,12.49
1.55,night,rain,low,2.23
4.81,afternoon,rain,high,12.99
1.09,night,fog,high,3.19
14.7,evening,fog,low,22.93
14.52,morning,rain,medium,26.14
6.53,morning,clear,high,14.69
11.2,evening,rain,high,30.24
5.84,afternoon,fog,medium,11.39
10.4,evening,clear,low,12.48
12.28,morning,clear,high,27.63
14.25,evening,clear,low,17.1
6.6,afternoon,rain,medium,11.88
11.97,morning,rain,medium,21.55
4.72,afternoon,fog,low,7.36
14.86,evening,clear,medium,22.29
1.36,night,clear,medium,2.04
9.45,evening,rain,high,25.51
10.23,afternoon,fog,low,15.96
10.63,evening,fog,high,31.09
2.69,night,clear,low,3.23
14.14,afternoon,rain,high,38.18
3.54,evening,clear,medium,5.31
9.72,afternoon,rain,low,14.0
4.12,afternoon,fog,low,6.43
5.3,morning,clear,low,6.36
8.65,morning,clear,low,10.38
6.84,afternoon,clear,medium,10.26
3.24,evening,fog,medium,6.32
3.39,evening,clear,medium,5.08
6.85,evening,fog,high,20.04
11.6,night,rain,medium,20.88
13.57,afternoon,fog,high,39.69
2.18,afternoon,rain,high,5.89
6.5,night,fog,medium,12.68
2.4,afternoon,fog,medium,4.68
1.23,afternoon,clear,medium,1.84
10.26,night,fog,high,30.01
9.43,morning,clear,low,11.32
3.28,afternoon,rain,medium,5.9
4.27,night,rain,high,11.53
1.33,evening,clear,high,2.99
12.69,morning,rain,medium,22.84
14.65,evening,fog,high,42.85
2.9,afternoon,clear,medium,4.35
4.24,morning,clear,high,9.54
13.16,night,clear,low,15.79
13.97,afternoon,rain,high,37.72
6.87,night,rain,medium,12.37
1.71,morning,fog,low,2.67
1.55,evening,fog,medium,3.02
9.04,afternoon,clear,high,20.34
6.5,afternoon,fog,low,10.14
1.4,night,rain,low,2.02
9.17,morning,fog,high,26.82
1.16,night,rain,low,1.67
12.02,morning,fog,low,18.75
5.29,afternoon,rain,low,7.62
1.56,morning,rain,medium,2.81
9.24,afternoon,fog,medium,18.02
6.57,morning,fog,low,10.25
14.63,evening,rain,high,39.5
8.62,morning,clear,high,19.39
4.85,evening,fog,medium,9.46
10.93,morning,rain,high,29.51
4.8,morning,fog,low,7.49
13.66,night,fog,high,39.96
6.25,night,fog,medium,12.19
8.7,afternoon,fog,medium,16.96
1.71,night,fog,low,2.67
6.97,morning,clear,medium,10.46
12.65,night,clear,medium,18.98
12.28,morning,clear,medium,18.42
4.14,evening,rain,high,11.18
4.17,morning,clear,medium,6.26
12.44,afternoon,clear,high,27.99
14.03,evening,rain,medium,25.25
2.34,afternoon,clear,medium,3.51
7.3,afternoon,fog,high,21.35
5.72,afternoon,clear,high,12.87
13.19,night,clear,low,15.83
2.17,afternoon,clear,low,2.6
3.96,evening,fog,high,11.58
11.53,morning,fog,medium,22.48
1.72,afternoon,fog,low,2.68
7.9,evening,fog,high,23.11
7.19,afternoon,rain,high,19.41
5.68,morning,fog,medium,11.08
6.52,evening,fog,high,19.07
8.42,evening,fog,low,13.14
3.26,morning,fog,medium,6.36
9.01,evening,rain,high,24.33
12.28,morning,clear,high,27.63
11.64,evening,clear,medium,17.46
3.15,evening,fog,medium,6.14
3.09,morning,fog,medium,6.03
4.75,morning,fog,low,7.41
6.06,evening,clear,low,7.27
6.72,evening,clear,high,15.12
10.52,morning,fog,high,30.77
1.79,night,clear,medium,2.68
1.49,morning,rain,high,4.02
6.49,evening,fog,high,18.98
10.76,evening,fog,medium,20.98
3.71,evening,rain,low,5.34
9.98,morning,rain,low,14.37
4.64,evening,clear,low,5.57
13.41,night,rain,high,36.21
13.54,afternoon,fog,medium,26.4
5.16,night,clear,low,6.19
4.22,morning,rain,high,11.39
6.76,evening,clear,medium,10.14
4.37,morning,clear,low,5.24
10.41,afternoon,clear,low,12.49
12.56,morning,clear,medium,18.84
10.42,evening,rain,high,28.13
12.54,afternoon,fog,high,36.68
6.56,afternoon,fog,low,10.23
3.19,evening,rain,medium,5.74
11.33,evening,fog,high,33.14
6.05,evening,clear,medium,9.07
10.4,morning,clear,medium,15.6
4.79,night,clear,low,5.75
2.14,morning,rain,medium,3.85
14.9,morning,clear,medium,22.35
3.19,night,clear,medium,4.78
14.84,evening,rain,high,40.07
14.68,evening,clear,low,17.62
12.11,night,clear,low,14.53
10.23,night,fog,medium,19.95
9.09,morning,rain,medium,16.36
13.13,afternoon,clear,high,29.54
5.05,night,clear,low,6.06
7.55,morning,clear,high,16.99
9.67,afternoon,clear,low,11.6
6.76,evening,fog,high,19.77
6.98,evening,fog,medium,13.61
5.62,morning,fog,high,16.44
8.9,morning,fog,medium,17.36
12.91,night,rain,low,18.59
3.82,evening,clear,low,4.58
14.08,morning,fog,medium,27.46
10.65,evening,clear,low,12.78
12.53,evening,rain,high,33.83
8.79,night,clear,medium,13.18
11.91,afternoon,clear,low,14.29
1.23,night,fog,high,3.6
12.46,morning,fog,high,36.45
1.56,night,rain,low,2.25
13.46,night,clear,low,16.15
14.89,evening,fog,high,43.55
5.12,night,fog,medium,9.98
3.94,morning,fog,low,6.15
11.72,afternoon,rain,low,16.88
4.54,night,clear,medium,6.81
13.12,night,fog,medium,25.58
2.44,afternoon,clear,low,2.93
2.76,morning,rain,medium,4.97
14.71,morning,clear,high,33.1
10.43,night,fog,high,30.51
12.86,evening,clear,high,28.94
5.54,night,clear,low,6.65
10.47,afternoon,rain,medium,18.85
9.32,afternoon,rain,high,25.16
9.44,afternoon,clear,medium,14.16
10.56,night,clear,high,23.76
9.06,night,clear,medium,13.59
7.01,morning,rain,high,18.93
4.86,evening,rain,high,13.12
11.76,night,clear,high,26.46
4.17,morning,rain,high,11.26
10.69,night,fog,high,31.27
4.27,morning,rain,high,11.53
9.75,morning,rain,high,26.32
11.46,evening,rain,high,30.94
4.06,night,fog,high,11.88
1.84,morning,fog,medium,3.59
2.83,afternoon,fog,medium,5.52
9.48,afternoon,clear,low,11.38
12.89,afternoon,clear,high,29.0
1.63,evening,fog,medium,3.18
11.28,morning,clear,medium,16.92
5.78,evening,clear,medium,8.67
7.7,night,clear,medium,11.55
14.0,night,fog,medium,27.3
5.65,morning,rain,medium,10.17
7.51,afternoon,fog,low,11.72
1.19,morning,fog,medium,2.32
2.14,morning,clear,low,2.57
4.62,morning,clear,low,5.54
1.39,evening,rain,high,3.75
9.84,night,rain,high,26.57
6.97,morning,rain,high,18.82
8.67,morning,rain,medium,15.61
3.45,morning,fog,high,10.09
5.14,evening,rain,medium,9.25
10.29,evening,fog,medium,20.07
14.51,evening,clear,high,32.65
1.71,morning,rain,high,4.62
13.47,afternoon,clear,low,16.16
9.08,afternoon,clear,low,10.9
8.89,afternoon,fog,medium,17.34
8.0,night,rain,medium,14.4
1.97,morning,fog,high,5.76
2.26,afternoon,clear,high,5.08
9.41,afternoon,rain,low,13.55
5.77,afternoon,clear,high,12.98
13.84,morning,clear,medium,20.76
6.69,afternoon,rain,high,18.06
3.01,afternoon,rain,low,4.33
11.01,morning,rain,medium,19.82
5.11,night,fog,low,7.97
8.36,evening,fog,low,13.04
10.77,afternoon,clear,medium,16.16
13.6,evening,rain,low,19.58
12.09,night,clear,high,27.2
10.47,night,clear,high,23.56
10.51,afternoon,clear,low,12.61
14.24,morning,clear,high,32.04
5.14,night,clear,low,6.17
1.02,evening,rain,high,2.75
4.81,evening,fog,low,7.5
4.05,evening,rain,high,10.93
10.27,evening,rain,medium,18.49
9.87,night,rain,medium,17.77
9.31,afternoon,fog,high,27.23
1.23,afternoon,fog,low,1.92
11.2,evening,fog,high,32.76
5.53,afternoon,rain,low,7.96
10.31,evening,fog,high,30.16
8.79,evening,clear,high,19.78
5.8,morning,fog,medium,11.31
2.88,night,rain,low,4.15
2.32,night,rain,low,3.34
12.64,evening,clear,low,15.17
13.86,night,fog,low,21.62
10.1,afternoon,fog,low,15.76
2.45,evening,clear,medium,3.68
6.63,morning,rain,high,17.9
11.21,afternoon,rain,low,16.14
11.92,morning,fog,low,18.6
2.66,morning,fog,high,7.78
1.0,night,fog,medium,1.95
10.97,night,fog,medium,21.39
5.99,evening,fog,medium,11.68
4.56,night,rain,high,12.31
1.18,morning,rain,high,3.19
8.56,morning,rain,medium,15.41
12.92,afternoon,rain,medium,23.26
14.41,morning,clear,high,32.42
8.92,evening,rain,medium,16.06
8.2,evening,clear,low,9.84
2.19,night,rain,high,5.91
8.68,night,fog,medium,16.93
6.32,night,fog,low,9.86
9.5,evening,fog,high,27.79
6.44,morning,clear,high,14.49
4.36,night,rain,low,6.28
2.33,afternoon,rain,high,6.29
5.41,night,clear,medium,8.12
2.35,evening,clear,high,5.29
3.48,night,clear,medium,5.22
14.82,morning,clear,low,17.78
7.22,night,clear,low,8.66
8.45,evening,fog,high,24.72
13.23,evening,rain,low,19.05
14.94,afternoon,clear,low,17.93
9.16,evening,fog,high,26.79
12.37,afternoon,clear,medium,18.56
5.58,morning,fog,high,16.32
5.28,evening,clear,high,11.88
6.64,night,rain,medium,11.95
10.42,morning,clear,medium,15.63
10.55,night,clear,medium,15.83
5.41,night,rain,high,14.61
2.86,night,rain,medium,5.15
9.85,morning,clear,low,11.82
2.8,morning,rain,medium,5.04
9.1,evening,rain,low,13.1
10.71,night,fog,medium,20.88
10.81,afternoon,rain,low,15.57
11.55,evening,rain,low,16.63
13.22,morning,clear,low,15.86
8.0,afternoon,clear,low,9.6
11.22,morning,fog,low,17.5
9.67,afternoon,clear,medium,14.5
3.61,evening,rain,high,9.75
1.36,afternoon,rain,high,3.67
4.98,evening,rain,high,13.45
7.2,morning,clear,high,16.2
9.64,afternoon,rain,high,26.03
12.9,night,rain,low,18.58
3.75,night,fog,medium,7.31
